no,slug,name,category,reliability,coinedYear,namedAfter,url
480,the-oxygen-hemoglobin-dissociation-curve,The Oxygen-Hemoglobin Dissociation Curve,medicine,Empirical,1904,,https://conyso.com/lawtome/laws/the-oxygen-hemoglobin-dissociation-curve/
481,the-baroreceptor-reflex,The Baroreceptor Reflex,medicine,Empirical,,Heinrich Ewald Hering and Corneille Heymans,https://conyso.com/lawtome/laws/the-baroreceptor-reflex/
482,the-fog-of-war,The Fog of War,planning,Heuristic,1832,Carl von Clausewitz,https://conyso.com/lawtome/laws/the-fog-of-war/
483,lanchesters-laws,Lanchester's Laws,planning,Empirical,1916,Frederick William Lanchester,https://conyso.com/lawtome/laws/lanchesters-laws/
484,the-ooda-loop,The OODA Loop,planning,Heuristic,1995,John Boyd,https://conyso.com/lawtome/laws/the-ooda-loop/
485,the-culminating-point-of-victory,The Culminating Point of Victory,planning,Heuristic,1832,Carl von Clausewitz,https://conyso.com/lawtome/laws/the-culminating-point-of-victory/
486,the-strategy-of-the-indirect-approach,The Strategy of the Indirect Approach,planning,Contested,1929,B. H. Liddell Hart,https://conyso.com/lawtome/laws/the-strategy-of-the-indirect-approach/
487,mutual-assured-destruction,Mutual Assured Destruction,planning,Heuristic,,,https://conyso.com/lawtome/laws/mutual-assured-destruction/
488,the-security-dilemma,The Security Dilemma,planning,Heuristic,1950,John Herz,https://conyso.com/lawtome/laws/the-security-dilemma/
489,the-thucydides-trap,The Thucydides Trap,planning,Contested,2012,Thucydides,https://conyso.com/lawtome/laws/the-thucydides-trap/
490,the-balance-of-power,The Balance of Power,planning,Contested,1979,,https://conyso.com/lawtome/laws/the-balance-of-power/
491,the-democratic-peace-theory,The Democratic Peace Theory,planning,Contested,1983,Immanuel Kant,https://conyso.com/lawtome/laws/the-democratic-peace-theory/
492,deterrence-theory,Deterrence Theory,planning,Heuristic,1946,Bernard Brodie,https://conyso.com/lawtome/laws/deterrence-theory/
493,the-madman-theory,The Madman Theory,planning,Contested,,Richard Nixon,https://conyso.com/lawtome/laws/the-madman-theory/
494,the-domino-theory,The Domino Theory,planning,Contested,1954,Dwight D. Eisenhower,https://conyso.com/lawtome/laws/the-domino-theory/
496,self-organized-criticality,Self-Organized Criticality,physics,Contested,1987,Per Bak,https://conyso.com/lawtome/laws/self-organized-criticality/
497,the-small-world-phenomenon,The Small-World Phenomenon,sociology,Empirical,1967,,https://conyso.com/lawtome/laws/the-small-world-phenomenon/
498,preferential-attachment,Preferential Attachment,technology,Empirical,1999,,https://conyso.com/lawtome/laws/preferential-attachment/
499,power-law-distribution,The Power-Law Distribution,statistics,Empirical,,,https://conyso.com/lawtome/laws/power-law-distribution/
500,more-is-different,More Is Different,philosophy,Heuristic,1972,Philip W. Anderson,https://conyso.com/lawtome/laws/more-is-different/
501,the-edge-of-chaos,The Edge of Chaos,physics,Contested,1988,,https://conyso.com/lawtome/laws/the-edge-of-chaos/
502,the-law-of-requisite-variety,The Law of Requisite Variety,technology,Empirical,1956,W. Ross Ashby,https://conyso.com/lawtome/laws/the-law-of-requisite-variety/
503,the-strength-of-weak-ties,The Strength of Weak Ties,sociology,Empirical,1973,Mark Granovetter,https://conyso.com/lawtome/laws/the-strength-of-weak-ties/
504,the-adjacent-possible,The Adjacent Possible,biology,Heuristic,2000,Stuart Kauffman,https://conyso.com/lawtome/laws/the-adjacent-possible/
505,cascading-failure,Cascading Failure,technology,Empirical,,,https://conyso.com/lawtome/laws/cascading-failure/
506,the-butterfly-effect,The Butterfly Effect,physics,Empirical,1963,Edward Lorenz,https://conyso.com/lawtome/laws/the-butterfly-effect/
507,stigmergy,Stigmergy,biology,Empirical,1959,Pierre-Paul Grassé,https://conyso.com/lawtome/laws/stigmergy/
509,the-coupon-collectors-problem,The Coupon Collector's Problem,statistics,Empirical,,,https://conyso.com/lawtome/laws/the-coupon-collectors-problem/
510,condorcets-jury-theorem,Condorcet's Jury Theorem,economics,Empirical,1785,Marquis de Condorcet,https://conyso.com/lawtome/laws/condorcets-jury-theorem/
511,mays-theorem,May's Theorem,economics,Empirical,1952,Kenneth O. May,https://conyso.com/lawtome/laws/mays-theorem/
512,the-revelation-principle,The Revelation Principle,economics,Empirical,1973,,https://conyso.com/lawtome/laws/the-revelation-principle/
513,the-ellsberg-paradox,The Ellsberg Paradox,economics,Empirical,1961,Daniel Ellsberg,https://conyso.com/lawtome/laws/the-ellsberg-paradox/
515,the-marginal-value-theorem,The Marginal Value Theorem,biology,Empirical,1976,,https://conyso.com/lawtome/laws/the-marginal-value-theorem/
516,fishers-fundamental-theorem,Fisher's Fundamental Theorem of Natural Selection,biology,Empirical,1930,Ronald Fisher,https://conyso.com/lawtome/laws/fishers-fundamental-theorem/
517,the-rule-of-72,The Rule of 72,economics,Heuristic,,,https://conyso.com/lawtome/laws/the-rule-of-72/
518,the-taylor-rule,The Taylor Rule,economics,Heuristic,1993,John B. Taylor,https://conyso.com/lawtome/laws/the-taylor-rule/
519,tobins-q,Tobin's q,economics,Heuristic,1969,James Tobin,https://conyso.com/lawtome/laws/tobins-q/
520,the-iron-law-of-wages,The Iron Law of Wages,economics,Contested,1862,Ferdinand Lassalle,https://conyso.com/lawtome/laws/the-iron-law-of-wages/
522,the-bohr-model,The Bohr Model,physics,Empirical,1913,Niels Bohr,https://conyso.com/lawtome/laws/the-bohr-model/
523,the-schwarzschild-radius,The Schwarzschild Radius,astronomy,Empirical,1916,Karl Schwarzschild,https://conyso.com/lawtome/laws/the-schwarzschild-radius/
524,keplers-third-law,Kepler's Third Law,astronomy,Empirical,1619,Johannes Kepler,https://conyso.com/lawtome/laws/keplers-third-law/
526,the-carnot-theorem,Carnot's Theorem,physics,Empirical,1824,Sadi Carnot,https://conyso.com/lawtome/laws/the-carnot-theorem/
528,the-eddington-limit,The Eddington Limit,astronomy,Empirical,1926,Arthur Eddington,https://conyso.com/lawtome/laws/the-eddington-limit/
529,the-compton-effect,The Compton Effect,physics,Empirical,1923,Arthur Compton,https://conyso.com/lawtome/laws/the-compton-effect/
530,the-equipartition-theorem,The Equipartition Theorem,physics,Empirical,1876,,https://conyso.com/lawtome/laws/the-equipartition-theorem/
531,the-virial-theorem,The Virial Theorem,physics,Empirical,1870,Rudolf Clausius,https://conyso.com/lawtome/laws/the-virial-theorem/
532,grahams-law-of-effusion,Graham's Law of Effusion,chemistry,Empirical,1848,Thomas Graham,https://conyso.com/lawtome/laws/grahams-law-of-effusion/
534,kin-selection,Kin Selection,biology,Empirical,1964,,https://conyso.com/lawtome/laws/kin-selection/
535,the-selfish-gene,The Selfish Gene,biology,Heuristic,1976,Richard Dawkins,https://conyso.com/lawtome/laws/the-selfish-gene/
536,punctuated-equilibrium,Punctuated Equilibrium,biology,Contested,1972,,https://conyso.com/lawtome/laws/punctuated-equilibrium/
537,sexual-selection,Sexual Selection,biology,Empirical,1871,Charles Darwin,https://conyso.com/lawtome/laws/sexual-selection/
538,batesian-mimicry,Batesian Mimicry,biology,Empirical,1862,Henry Walter Bates,https://conyso.com/lawtome/laws/batesian-mimicry/
539,mullerian-mimicry,Müllerian Mimicry,biology,Empirical,1878,Fritz Müller,https://conyso.com/lawtome/laws/mullerian-mimicry/
540,island-biogeography,The Theory of Island Biogeography,biology,Empirical,1967,,https://conyso.com/lawtome/laws/island-biogeography/
541,the-latitudinal-diversity-gradient,The Latitudinal Diversity Gradient,biology,Empirical,,,https://conyso.com/lawtome/laws/the-latitudinal-diversity-gradient/
542,r-k-selection-theory,r/K Selection Theory,biology,Contested,1967,,https://conyso.com/lawtome/laws/r-k-selection-theory/
543,the-metabolic-theory-of-ecology,The Metabolic Theory of Ecology,biology,Contested,2004,,https://conyso.com/lawtome/laws/the-metabolic-theory-of-ecology/
544,taylors-law,Taylor's Law,statistics,Empirical,1961,Lionel Roy Taylor,https://conyso.com/lawtome/laws/taylors-law/
545,the-error-catastrophe,The Error Catastrophe,biology,Empirical,1971,Manfred Eigen,https://conyso.com/lawtome/laws/the-error-catastrophe/
546,batesons-rule,Bateson's Rule,biology,Heuristic,1894,William Bateson,https://conyso.com/lawtome/laws/batesons-rule/
547,universal-grammar,Universal Grammar,media,Contested,1965,,https://conyso.com/lawtome/laws/universal-grammar/
548,the-poverty-of-the-stimulus,The Poverty of the Stimulus,media,Contested,1980,,https://conyso.com/lawtome/laws/the-poverty-of-the-stimulus/
549,the-critical-period-hypothesis,The Critical Period Hypothesis,media,Contested,1967,,https://conyso.com/lawtome/laws/the-critical-period-hypothesis/
550,the-cooperative-principle,The Cooperative Principle,media,Heuristic,1975,,https://conyso.com/lawtome/laws/the-cooperative-principle/
551,the-great-vowel-shift,The Great Vowel Shift,media,Empirical,,,https://conyso.com/lawtome/laws/the-great-vowel-shift/
552,the-comparative-method,The Comparative Method,media,Empirical,,,https://conyso.com/lawtome/laws/the-comparative-method/
553,the-neogrammarian-hypothesis,The Neogrammarian Hypothesis,media,Contested,1878,,https://conyso.com/lawtome/laws/the-neogrammarian-hypothesis/
554,grassmanns-law,Grassmann's Law,linguistics,Empirical,1863,Hermann Grassmann,https://conyso.com/lawtome/laws/grassmanns-law/
555,the-sonority-hierarchy,The Sonority Hierarchy,media,Empirical,,,https://conyso.com/lawtome/laws/the-sonority-hierarchy/
556,the-arbitrariness-of-the-sign,The Arbitrariness of the Sign,media,Heuristic,1916,Ferdinand de Saussure,https://conyso.com/lawtome/laws/the-arbitrariness-of-the-sign/
557,markedness,Markedness,media,Contested,,,https://conyso.com/lawtome/laws/markedness/
558,wackernagels-law,Wackernagel's Law,media,Heuristic,1892,Jacob Wackernagel,https://conyso.com/lawtome/laws/wackernagels-law/
559,brevity-law,The Brevity Law,media,Empirical,1935,George Kingsley Zipf,https://conyso.com/lawtome/laws/brevity-law/
560,the-turing-machine,The Turing Machine,software,Empirical,1936,Alan Turing,https://conyso.com/lawtome/laws/the-turing-machine/
561,the-lambda-calculus,The Lambda Calculus,software,Empirical,1936,Alonzo Church,https://conyso.com/lawtome/laws/the-lambda-calculus/
562,the-entscheidungsproblem,The Entscheidungsproblem,software,Empirical,1928,,https://conyso.com/lawtome/laws/the-entscheidungsproblem/
563,the-cook-levin-theorem,The Cook-Levin Theorem,software,Empirical,1971,,https://conyso.com/lawtome/laws/the-cook-levin-theorem/
564,the-time-hierarchy-theorem,The Time Hierarchy Theorem,software,Empirical,1965,,https://conyso.com/lawtome/laws/the-time-hierarchy-theorem/
565,the-pumping-lemma,The Pumping Lemma,software,Empirical,1959,,https://conyso.com/lawtome/laws/the-pumping-lemma/
566,the-master-theorem,The Master Theorem,software,Empirical,1980,,https://conyso.com/lawtome/laws/the-master-theorem/
567,the-flp-impossibility,The FLP Impossibility,software,Empirical,1985,,https://conyso.com/lawtome/laws/the-flp-impossibility/
568,the-dining-philosophers-problem,The Dining Philosophers Problem,software,Heuristic,1965,Edsger Dijkstra,https://conyso.com/lawtome/laws/the-dining-philosophers-problem/
569,the-shannon-hartley-theorem,The Shannon-Hartley Theorem,technology,Empirical,1948,,https://conyso.com/lawtome/laws/the-shannon-hartley-theorem/
570,the-stable-marriage-problem,The Stable Marriage Problem,software,Empirical,1962,,https://conyso.com/lawtome/laws/the-stable-marriage-problem/
571,the-traveling-salesman-problem,The Traveling Salesman Problem,software,Empirical,,,https://conyso.com/lawtome/laws/the-traveling-salesman-problem/
572,the-ski-rental-problem,The Ski Rental Problem,software,Empirical,,,https://conyso.com/lawtome/laws/the-ski-rental-problem/
573,euclids-theorem,Euclid's Theorem,mathematics,Empirical,,Euclid,https://conyso.com/lawtome/laws/euclids-theorem/
574,fermats-little-theorem,Fermat's Little Theorem,mathematics,Empirical,1640,Pierre de Fermat,https://conyso.com/lawtome/laws/fermats-little-theorem/
575,the-chinese-remainder-theorem,The Chinese Remainder Theorem,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-chinese-remainder-theorem/
576,the-fundamental-theorem-of-algebra,The Fundamental Theorem of Algebra,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-fundamental-theorem-of-algebra/
577,the-fundamental-theorem-of-calculus,The Fundamental Theorem of Calculus,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-fundamental-theorem-of-calculus/
578,the-intermediate-value-theorem,The Intermediate Value Theorem,mathematics,Empirical,1817,,https://conyso.com/lawtome/laws/the-intermediate-value-theorem/
579,the-brouwer-fixed-point-theorem,The Brouwer Fixed-Point Theorem,mathematics,Empirical,1911,L.E.J. Brouwer,https://conyso.com/lawtome/laws/the-brouwer-fixed-point-theorem/
580,the-hairy-ball-theorem,The Hairy Ball Theorem,mathematics,Empirical,1912,,https://conyso.com/lawtome/laws/the-hairy-ball-theorem/
581,the-riemann-hypothesis,The Riemann Hypothesis,mathematics,Contested,1859,Bernhard Riemann,https://conyso.com/lawtome/laws/the-riemann-hypothesis/
582,the-continuum-hypothesis,The Continuum Hypothesis,mathematics,Contested,1878,,https://conyso.com/lawtome/laws/the-continuum-hypothesis/
583,the-collatz-conjecture,The Collatz Conjecture,mathematics,Contested,1937,Lothar Collatz,https://conyso.com/lawtome/laws/the-collatz-conjecture/
584,the-fundamental-theorem-of-galois-theory,The Fundamental Theorem of Galois Theory,mathematics,Empirical,,Evariste Galois,https://conyso.com/lawtome/laws/the-fundamental-theorem-of-galois-theory/
585,the-binomial-theorem,The Binomial Theorem,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-binomial-theorem/
586,eulers-polyhedron-formula,Euler's Polyhedron Formula,mathematics,Empirical,1750,Leonhard Euler,https://conyso.com/lawtome/laws/eulers-polyhedron-formula/
587,fermats-last-theorem,Fermat's Last Theorem,mathematics,Empirical,1637,Pierre de Fermat,https://conyso.com/lawtome/laws/fermats-last-theorem/
588,cantors-diagonal-argument,Cantor's Diagonal Argument,mathematics,Empirical,1891,Georg Cantor,https://conyso.com/lawtome/laws/cantors-diagonal-argument/
589,the-cauchy-schwarz-inequality,The Cauchy-Schwarz Inequality,mathematics,Empirical,1821,,https://conyso.com/lawtome/laws/the-cauchy-schwarz-inequality/
590,jensens-inequality,Jensen's Inequality,mathematics,Empirical,1906,Johan Jensen,https://conyso.com/lawtome/laws/jensens-inequality/
591,the-mean-value-theorem,The Mean Value Theorem,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-mean-value-theorem/
592,ramseys-theorem,Ramsey's Theorem,mathematics,Empirical,1930,Frank Plumpton Ramsey,https://conyso.com/lawtome/laws/ramseys-theorem/
593,wilsons-theorem,Wilson's Theorem,mathematics,Empirical,,John Wilson,https://conyso.com/lawtome/laws/wilsons-theorem/
594,lhopitals-rule,L'Hopital's Rule,mathematics,Empirical,1696,Guillaume de l'Hopital,https://conyso.com/lawtome/laws/lhopitals-rule/
595,taylors-theorem,Taylor's Theorem,mathematics,Empirical,1715,Brook Taylor,https://conyso.com/lawtome/laws/taylors-theorem/
596,the-euclidean-algorithm,The Euclidean Algorithm,software,Empirical,,Euclid,https://conyso.com/lawtome/laws/the-euclidean-algorithm/
597,the-jordan-curve-theorem,The Jordan Curve Theorem,mathematics,Empirical,1887,Camille Jordan,https://conyso.com/lawtome/laws/the-jordan-curve-theorem/
598,the-inclusion-exclusion-principle,The Inclusion-Exclusion Principle,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-inclusion-exclusion-principle/
599,gauss-law,Gauss's Law,physics,Empirical,1835,Carl Friedrich Gauss,https://conyso.com/lawtome/laws/gauss-law/
600,reynolds-number,The Reynolds Number,physics,Empirical,,Osborne Reynolds,https://conyso.com/lawtome/laws/reynolds-number/
601,the-navier-stokes-equations,The Navier-Stokes Equations,physics,Empirical,,,https://conyso.com/lawtome/laws/the-navier-stokes-equations/
602,the-hall-effect,The Hall Effect,physics,Empirical,1879,Edwin Hall,https://conyso.com/lawtome/laws/the-hall-effect/
603,the-seebeck-effect,The Seebeck Effect,physics,Empirical,1821,Thomas Johann Seebeck,https://conyso.com/lawtome/laws/the-seebeck-effect/
604,the-casimir-effect,The Casimir Effect,physics,Empirical,1948,Hendrik Casimir,https://conyso.com/lawtome/laws/the-casimir-effect/
605,the-zeeman-effect,The Zeeman Effect,physics,Empirical,1896,Pieter Zeeman,https://conyso.com/lawtome/laws/the-zeeman-effect/
606,the-meissner-effect,The Meissner Effect,physics,Empirical,1933,Walther Meissner,https://conyso.com/lawtome/laws/the-meissner-effect/
607,the-de-broglie-wavelength,The de Broglie Wavelength,physics,Empirical,1924,Louis de Broglie,https://conyso.com/lawtome/laws/the-de-broglie-wavelength/
608,the-joule-thomson-effect,The Joule-Thomson Effect,physics,Empirical,1852,,https://conyso.com/lawtome/laws/the-joule-thomson-effect/
609,betzs-law,Betz's Law,technology,Empirical,1919,Albert Betz,https://conyso.com/lawtome/laws/betzs-law/
610,the-ideal-rocket-equation,The Ideal Rocket Equation,technology,Empirical,1903,Konstantin Tsiolkovsky,https://conyso.com/lawtome/laws/the-ideal-rocket-equation/
612,the-basic-reproduction-number,The Basic Reproduction Number,medicine,Empirical,,,https://conyso.com/lawtome/laws/the-basic-reproduction-number/
613,herd-immunity,Herd Immunity,medicine,Empirical,,,https://conyso.com/lawtome/laws/herd-immunity/
614,the-bradford-hill-criteria,The Bradford Hill Criteria,medicine,Heuristic,1965,Austin Bradford Hill,https://conyso.com/lawtome/laws/the-bradford-hill-criteria/
615,the-hayflick-limit,The Hayflick Limit,biology,Empirical,1961,Leonard Hayflick,https://conyso.com/lawtome/laws/the-hayflick-limit/
616,the-therapeutic-index,The Therapeutic Index,medicine,Empirical,,,https://conyso.com/lawtome/laws/the-therapeutic-index/
617,number-needed-to-treat,Number Needed to Treat,statistics,Empirical,1988,,https://conyso.com/lawtome/laws/number-needed-to-treat/
618,the-nocebo-effect,The Nocebo Effect,psychology,Empirical,1961,,https://conyso.com/lawtome/laws/the-nocebo-effect/
619,the-inverse-care-law,The Inverse Care Law,sociology,Heuristic,1971,Julian Tudor Hart,https://conyso.com/lawtome/laws/the-inverse-care-law/
620,the-prevention-paradox,The Prevention Paradox,sociology,Empirical,1981,Geoffrey Rose,https://conyso.com/lawtome/laws/the-prevention-paradox/
621,the-hygiene-hypothesis,The Hygiene Hypothesis,medicine,Contested,1989,,https://conyso.com/lawtome/laws/the-hygiene-hypothesis/
622,farrs-law,Farr's Law,medicine,Empirical,1840,William Farr,https://conyso.com/lawtome/laws/farrs-law/
623,lead-time-bias,Lead-Time Bias,statistics,Empirical,,,https://conyso.com/lawtome/laws/lead-time-bias/
624,the-french-paradox,The French Paradox,medicine,Contested,,,https://conyso.com/lawtome/laws/the-french-paradox/
625,stare-decisis,Stare Decisis,law,Heuristic,,,https://conyso.com/lawtome/laws/stare-decisis/
626,mens-rea,Mens Rea,law,Heuristic,,,https://conyso.com/lawtome/laws/mens-rea/
627,res-ipsa-loquitur,Res Ipsa Loquitur,law,Heuristic,1863,,https://conyso.com/lawtome/laws/res-ipsa-loquitur/
628,the-presumption-of-innocence,The Presumption of Innocence,law,Heuristic,,,https://conyso.com/lawtome/laws/the-presumption-of-innocence/
629,habeas-corpus,Habeas Corpus,law,Heuristic,1679,,https://conyso.com/lawtome/laws/habeas-corpus/
630,the-reasonable-person-standard,The Reasonable Person Standard,law,Heuristic,,,https://conyso.com/lawtome/laws/the-reasonable-person-standard/
631,proximate-cause,Proximate Cause,law,Heuristic,1928,,https://conyso.com/lawtome/laws/proximate-cause/
632,the-eggshell-skull-rule,The Eggshell Skull Rule,law,Heuristic,,,https://conyso.com/lawtome/laws/the-eggshell-skull-rule/
633,double-jeopardy,Double Jeopardy,law,Heuristic,,,https://conyso.com/lawtome/laws/double-jeopardy/
634,the-exclusionary-rule,The Exclusionary Rule,law,Heuristic,1914,,https://conyso.com/lawtome/laws/the-exclusionary-rule/
635,the-fruit-of-the-poisonous-tree,The Fruit of the Poisonous Tree,law,Heuristic,1939,,https://conyso.com/lawtome/laws/the-fruit-of-the-poisonous-tree/
636,caveat-emptor,Caveat Emptor,economics,Heuristic,,,https://conyso.com/lawtome/laws/caveat-emptor/
637,force-majeure,Force Majeure,economics,Heuristic,1804,,https://conyso.com/lawtome/laws/force-majeure/
638,jakobs-law,Jakob's Law,software,Heuristic,,Jakob Nielsen,https://conyso.com/lawtome/laws/jakobs-law/
639,the-aesthetic-usability-effect,The Aesthetic-Usability Effect,psychology,Empirical,1995,,https://conyso.com/lawtome/laws/the-aesthetic-usability-effect/
640,the-doherty-threshold,The Doherty Threshold,software,Empirical,1982,,https://conyso.com/lawtome/laws/the-doherty-threshold/
641,the-goal-gradient-effect,The Goal-Gradient Effect,psychology,Empirical,1932,Clark Hull,https://conyso.com/lawtome/laws/the-goal-gradient-effect/
642,the-paradox-of-choice,The Paradox of Choice,psychology,Contested,2004,,https://conyso.com/lawtome/laws/the-paradox-of-choice/
643,the-uncanny-valley,The Uncanny Valley,psychology,Contested,1970,Masahiro Mori,https://conyso.com/lawtome/laws/the-uncanny-valley/
644,the-cocktail-party-effect,The Cocktail Party Effect,psychology,Empirical,1953,,https://conyso.com/lawtome/laws/the-cocktail-party-effect/
645,inattentional-blindness,Inattentional Blindness,psychology,Empirical,1998,,https://conyso.com/lawtome/laws/inattentional-blindness/
646,change-blindness,Change Blindness,psychology,Empirical,1997,,https://conyso.com/lawtome/laws/change-blindness/
647,the-picture-superiority-effect,The Picture Superiority Effect,psychology,Empirical,,,https://conyso.com/lawtome/laws/the-picture-superiority-effect/
648,decision-fatigue,Decision Fatigue,psychology,Contested,,,https://conyso.com/lawtome/laws/decision-fatigue/
649,the-google-effect,The Google Effect,psychology,Contested,2011,,https://conyso.com/lawtome/laws/the-google-effect/
650,the-flow-state,Flow,psychology,Empirical,1975,Mihaly Csikszentmihalyi,https://conyso.com/lawtome/laws/the-flow-state/
651,the-straw-man,The Straw Man,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-straw-man/
652,the-ad-hominem,The Ad Hominem,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-ad-hominem/
653,the-false-dilemma,The False Dilemma,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-false-dilemma/
654,begging-the-question,Begging the Question,logic,Heuristic,,,https://conyso.com/lawtome/laws/begging-the-question/
655,the-slippery-slope,The Slippery Slope,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-slippery-slope/
656,the-appeal-to-authority,The Appeal to Authority,logic,Heuristic,1690,,https://conyso.com/lawtome/laws/the-appeal-to-authority/
657,the-genetic-fallacy,The Genetic Fallacy,logic,Heuristic,1934,,https://conyso.com/lawtome/laws/the-genetic-fallacy/
658,the-motte-and-bailey,The Motte-and-Bailey,logic,Heuristic,2005,Nicholas Shackel,https://conyso.com/lawtome/laws/the-motte-and-bailey/
659,the-no-true-scotsman,The No True Scotsman,logic,Heuristic,1975,Antony Flew,https://conyso.com/lawtome/laws/the-no-true-scotsman/
660,the-red-herring,The Red Herring,logic,Heuristic,1807,,https://conyso.com/lawtome/laws/the-red-herring/
661,the-appeal-to-nature,The Appeal to Nature,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-appeal-to-nature/
662,the-texas-sharpshooter-fallacy,The Texas Sharpshooter Fallacy,statistics,Heuristic,,,https://conyso.com/lawtome/laws/the-texas-sharpshooter-fallacy/
663,the-fallacy-fallacy,The Fallacy Fallacy,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-fallacy-fallacy/
664,schrodingers-cat,Schrödinger's Cat,physics,Heuristic,1935,Erwin Schrödinger,https://conyso.com/lawtome/laws/schrodingers-cat/
665,the-brain-in-a-vat,The Brain in a Vat,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-brain-in-a-vat/
667,the-experience-machine,The Experience Machine,philosophy,Heuristic,1974,Robert Nozick,https://conyso.com/lawtome/laws/the-experience-machine/
668,the-beetle-in-a-box,The Beetle in a Box,philosophy,Heuristic,1953,,https://conyso.com/lawtome/laws/the-beetle-in-a-box/
669,maxwells-demon,Maxwell's Demon,physics,Heuristic,1867,James Clerk Maxwell,https://conyso.com/lawtome/laws/maxwells-demon/
670,twin-earth,Twin Earth,philosophy,Heuristic,1975,,https://conyso.com/lawtome/laws/twin-earth/
671,the-utility-monster,The Utility Monster,philosophy,Heuristic,1974,Robert Nozick,https://conyso.com/lawtome/laws/the-utility-monster/
672,the-philosophical-zombie,The Philosophical Zombie,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-philosophical-zombie/
673,the-gettier-problem,The Gettier Problem,philosophy,Heuristic,1963,Edmund Gettier,https://conyso.com/lawtome/laws/the-gettier-problem/
674,laplaces-demon,Laplace's Demon,philosophy,Heuristic,1814,Pierre-Simon Laplace,https://conyso.com/lawtome/laws/laplaces-demon/
675,the-violinist-argument,The Violinist Argument,philosophy,Heuristic,1971,,https://conyso.com/lawtome/laws/the-violinist-argument/
676,the-teletransportation-paradox,The Teletransportation Paradox,philosophy,Heuristic,1984,,https://conyso.com/lawtome/laws/the-teletransportation-paradox/
677,the-drowning-child,The Drowning Child,philosophy,Heuristic,1972,,https://conyso.com/lawtome/laws/the-drowning-child/
678,the-allegory-of-the-cave,The Allegory of the Cave,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-allegory-of-the-cave/
679,the-ring-of-gyges,The Ring of Gyges,philosophy,Heuristic,,,https://conyso.com/lawtome/laws/the-ring-of-gyges/
680,pascals-wager,Pascal's Wager,philosophy,Heuristic,1670,Blaise Pascal,https://conyso.com/lawtome/laws/pascals-wager/
681,buridans-ass,Buridan's Ass,philosophy,Heuristic,,Jean Buridan,https://conyso.com/lawtome/laws/buridans-ass/
682,the-inverted-spectrum,The Inverted Spectrum,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-inverted-spectrum/
683,molyneuxs-problem,Molyneux's Problem,philosophy,Heuristic,1688,William Molyneux,https://conyso.com/lawtome/laws/molyneuxs-problem/
684,the-swampman,The Swampman,philosophy,Contested,1987,,https://conyso.com/lawtome/laws/the-swampman/
685,the-lottery-paradox,The Lottery Paradox,philosophy,Heuristic,1961,,https://conyso.com/lawtome/laws/the-lottery-paradox/
686,the-repugnant-conclusion,The Repugnant Conclusion,philosophy,Contested,1984,,https://conyso.com/lawtome/laws/the-repugnant-conclusion/
687,the-china-brain,The China Brain,philosophy,Contested,1978,,https://conyso.com/lawtome/laws/the-china-brain/
688,pascals-mugging,Pascal's Mugging,philosophy,Heuristic,2009,,https://conyso.com/lawtome/laws/pascals-mugging/
689,the-last-man,The Last Man,philosophy,Heuristic,1973,,https://conyso.com/lawtome/laws/the-last-man/
690,the-two-envelope-problem,The Two Envelopes Problem,statistics,Heuristic,,,https://conyso.com/lawtome/laws/the-two-envelope-problem/
691,the-boy-or-girl-paradox,The Boy or Girl Paradox,statistics,Heuristic,1959,,https://conyso.com/lawtome/laws/the-boy-or-girl-paradox/
692,the-sleeping-beauty-problem,The Sleeping Beauty Problem,philosophy,Contested,2000,,https://conyso.com/lawtome/laws/the-sleeping-beauty-problem/
693,the-german-tank-problem,The German Tank Problem,statistics,Empirical,,,https://conyso.com/lawtome/laws/the-german-tank-problem/
694,the-bertrand-paradox,The Bertrand Paradox,statistics,Heuristic,1889,Joseph Bertrand,https://conyso.com/lawtome/laws/the-bertrand-paradox/
695,the-unexpected-hanging-paradox,The Unexpected Hanging Paradox,logic,Heuristic,,,https://conyso.com/lawtome/laws/the-unexpected-hanging-paradox/
696,the-raven-paradox,The Raven Paradox,philosophy,Heuristic,,Carl Gustav Hempel,https://conyso.com/lawtome/laws/the-raven-paradox/
697,the-grue-paradox,The Grue Paradox,philosophy,Heuristic,1955,,https://conyso.com/lawtome/laws/the-grue-paradox/
698,the-berry-paradox,The Berry Paradox,mathematics,Heuristic,1908,G. G. Berry,https://conyso.com/lawtome/laws/the-berry-paradox/
